config,attack_type,section,device_category,recall_at_5,mrr,retrieved_doc_ids
dense,gafgyt_junk,immediate_actions,security_camera,0.5,1.0,device-security-camera-profile|device-security-camera-profile|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-family-overview
dense,gafgyt_junk,immediate_actions,webcam,0.5,1.0,device-webcam-profile|device-webcam-profile|device-webcam-profile|gafgyt-combo-attack|gafgyt-junk-attack
dense,gafgyt_junk,longer_term_remediation,doorbell,0.25,1.0,device-doorbell-profile|device-doorbell-profile|gafgyt-junk-attack|gafgyt-scan|device-doorbell-profile
dense,gafgyt_junk,longer_term_remediation,thermostat,0.25,0.5,iot-immediate-containment|device-thermostat-profile|device-thermostat-profile|gafgyt-junk-attack|gafgyt-combo-attack
dense,gafgyt_junk,longer_term_remediation,baby_monitor,0.25,1.0,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|gafgyt-combo-attack|gafgyt-junk-attack
dense,gafgyt_junk,longer_term_remediation,security_camera,0.25,1.0,device-security-camera-profile|device-webcam-profile|device-security-camera-profile|gafgyt-family-overview|gafgyt-junk-attack
dense,gafgyt_junk,longer_term_remediation,webcam,0.25,1.0,device-webcam-profile|device-webcam-profile|device-webcam-profile|device-security-camera-profile|gafgyt-combo-attack
dense,gafgyt_scan,threat_assessment,doorbell,0.6666666666666666,1.0,device-doorbell-profile|gafgyt-scan|device-doorbell-profile|device-doorbell-profile|gafgyt-junk-attack
dense,gafgyt_scan,threat_assessment,thermostat,1.0,1.0,device-thermostat-profile|gafgyt-scan|device-thermostat-profile|gafgyt-family-overview|gafgyt-junk-attack
dense,gafgyt_scan,threat_assessment,baby_monitor,0.6666666666666666,1.0,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|gafgyt-scan|concept-scanning-recon
dense,gafgyt_scan,threat_assessment,security_camera,1.0,1.0,device-security-camera-profile|device-security-camera-profile|gafgyt-scan|gafgyt-family-overview|concept-scanning-recon
dense,gafgyt_scan,threat_assessment,webcam,0.6666666666666666,1.0,device-webcam-profile|device-webcam-profile|device-webcam-profile|gafgyt-scan|device-security-camera-profile
dense,gafgyt_scan,attack_mechanism,doorbell,0.3333333333333333,0.5,device-doorbell-profile|gafgyt-scan|device-doorbell-profile|gafgyt-scan|gafgyt-combo-attack
dense,gafgyt_scan,attack_mechanism,thermostat,0.3333333333333333,0.3333333333333333,device-thermostat-profile|gafgyt-combo-attack|gafgyt-scan|gafgyt-family-overview|device-thermostat-profile
dense,gafgyt_scan,attack_mechanism,baby_monitor,0.3333333333333333,0.25,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|gafgyt-scan|gafgyt-combo-attack
dense,gafgyt_scan,attack_mechanism,security_camera,0.3333333333333333,0.5,device-security-camera-profile|gafgyt-scan|device-security-camera-profile|gafgyt-family-overview|gafgyt-combo-attack
dense,gafgyt_scan,attack_mechanism,webcam,0.3333333333333333,0.3333333333333333,device-webcam-profile|device-webcam-profile|gafgyt-scan|device-webcam-profile|device-security-camera-profile
dense,gafgyt_scan,observable_indicators,doorbell,0.5,0.2,device-doorbell-profile|device-doorbell-profile|device-doorbell-profile|finding-pair-level-assertion|gafgyt-scan
dense,gafgyt_scan,observable_indicators,thermostat,0.5,0.25,device-thermostat-profile|device-thermostat-profile|finding-pair-level-assertion|gafgyt-scan|finding-pcap-disambiguation
dense,gafgyt_scan,observable_indicators,baby_monitor,0.5,0.25,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|concept-scanning-recon|device-baby-monitor-profile
dense,gafgyt_scan,observable_indicators,security_camera,0.5,0.25,device-security-camera-profile|device-security-camera-profile|finding-pair-level-assertion|concept-scanning-recon|finding-pcap-disambiguation
dense,gafgyt_scan,observable_indicators,webcam,0.0,0.0,device-webcam-profile|device-webcam-profile|device-webcam-profile|device-security-camera-profile|device-security-camera-profile
dense,gafgyt_scan,immediate_actions,doorbell,0.3333333333333333,1.0,device-doorbell-profile|device-doorbell-profile|gafgyt-scan|device-doorbell-profile|gafgyt-scan
dense,gafgyt_scan,immediate_actions,thermostat,0.6666666666666666,1.0,device-thermostat-profile|device-thermostat-profile|gafgyt-scan|gafgyt-family-overview|iot-immediate-containment
dense,gafgyt_scan,immediate_actions,baby_monitor,0.3333333333333333,1.0,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|concept-scanning-recon|gafgyt-scan
dense,gafgyt_scan,immediate_actions,security_camera,0.3333333333333333,1.0,device-security-camera-profile|device-security-camera-profile|gafgyt-scan|concept-scanning-recon|gafgyt-family-overview
dense,gafgyt_scan,immediate_actions,webcam,0.3333333333333333,1.0,device-webcam-profile|device-webcam-profile|device-webcam-profile|device-security-camera-profile|device-security-camera-profile
dense,gafgyt_scan,longer_term_remediation,doorbell,0.25,1.0,device-doorbell-profile|device-doorbell-profile|gafgyt-scan|device-doorbell-profile|concept-scanning-recon
dense,gafgyt_scan,longer_term_remediation,thermostat,0.25,1.0,device-thermostat-profile|device-thermostat-profile|iot-immediate-containment|gafgyt-scan|gafgyt-family-overview
dense,gafgyt_scan,longer_term_remediation,baby_monitor,0.25,1.0,device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile|concept-scanning-recon|concept-iot-botnet-lifecycle
dense,gafgyt_scan,longer_term_remediation,security_camera,0.25,1.0,device-security-camera-profile|device-webcam-profile|device-security-camera-profile|concept-scanning-recon|concept-iot-botnet-lifecycle
dense,gafgyt_scan,longer_term_remediation,webcam,0.25,1.0,device-webcam-profile|device-security-camera-profile|device-webcam-profile|device-webcam-profile|device-baby-monitor-profile
dense,gafgyt_tcp,threat_assessment,doorbell,0.3333333333333333,1.0,gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-udp-flood|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_tcp,threat_assessment,thermostat,0.3333333333333333,1.0,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-udp-flood
dense,gafgyt_tcp,threat_assessment,baby_monitor,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|finding-pcap-disambiguation
dense,gafgyt_tcp,threat_assessment,security_camera,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood|finding-pair-level-assertion
dense,gafgyt_tcp,threat_assessment,webcam,0.3333333333333333,1.0,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-udp-flood
dense,gafgyt_tcp,attack_mechanism,doorbell,0.3333333333333333,1.0,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-family-overview|gafgyt-tcp-flood|finding-pair-level-assertion
dense,gafgyt_tcp,attack_mechanism,thermostat,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-family-overview
dense,gafgyt_tcp,attack_mechanism,baby_monitor,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-family-overview
dense,gafgyt_tcp,attack_mechanism,security_camera,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-family-overview
dense,gafgyt_tcp,attack_mechanism,webcam,0.3333333333333333,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-family-overview|gafgyt-tcp-flood
dense,gafgyt_tcp,observable_indicators,doorbell,0.5,0.3333333333333333,finding-pair-level-assertion|finding-pcap-disambiguation|gafgyt-tcp-flood|gafgyt-udp-flood|mirai-udp-flood
dense,gafgyt_tcp,observable_indicators,thermostat,0.5,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood|mirai-ack-flood
dense,gafgyt_tcp,observable_indicators,baby_monitor,0.5,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pcap-disambiguation|mirai-ack-flood
dense,gafgyt_tcp,observable_indicators,security_camera,0.5,0.3333333333333333,gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pair-level-assertion
dense,gafgyt_tcp,observable_indicators,webcam,0.5,0.5,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pcap-disambiguation|mirai-ack-flood
dense,gafgyt_tcp,immediate_actions,doorbell,0.3333333333333333,0.2,finding-pair-level-assertion|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_tcp,immediate_actions,thermostat,0.3333333333333333,0.2,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_tcp,immediate_actions,baby_monitor,0.3333333333333333,0.25,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|finding-pcap-disambiguation|gafgyt-tcp-flood
dense,gafgyt_tcp,immediate_actions,security_camera,0.3333333333333333,0.3333333333333333,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pair-level-assertion|gafgyt-tcp-flood
dense,gafgyt_tcp,immediate_actions,webcam,0.3333333333333333,0.3333333333333333,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood|gafgyt-tcp-flood
dense,gafgyt_tcp,longer_term_remediation,doorbell,0.25,1.0,device-doorbell-profile|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion
dense,gafgyt_tcp,longer_term_remediation,thermostat,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-combo-attack
dense,gafgyt_tcp,longer_term_remediation,baby_monitor,0.25,0.3333333333333333,gafgyt-udp-flood|gafgyt-tcp-flood|device-baby-monitor-profile|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_tcp,longer_term_remediation,security_camera,0.25,0.3333333333333333,gafgyt-udp-flood|gafgyt-tcp-flood|device-security-camera-profile|finding-pcap-disambiguation|finding-pcap-disambiguation
dense,gafgyt_tcp,longer_term_remediation,webcam,0.25,0.5,gafgyt-udp-flood|device-webcam-profile|gafgyt-tcp-flood|device-webcam-profile|gafgyt-tcp-flood
dense,gafgyt_tcp,confidence_notes,doorbell,0.5,0.25,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-tcp-flood
dense,gafgyt_tcp,confidence_notes,thermostat,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_tcp,confidence_notes,baby_monitor,0.5,0.25,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pair-level-assertion|gafgyt-tcp-flood
dense,gafgyt_tcp,confidence_notes,security_camera,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|finding-pcap-disambiguation|gafgyt-tcp-flood
dense,gafgyt_tcp,confidence_notes,webcam,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|device-webcam-profile
dense,gafgyt_udp,threat_assessment,doorbell,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-junk-attack|finding-pcap-disambiguation
dense,gafgyt_udp,threat_assessment,thermostat,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,threat_assessment,baby_monitor,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,threat_assessment,security_camera,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood|finding-pair-level-assertion
dense,gafgyt_udp,threat_assessment,webcam,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-tcp-flood
dense,gafgyt_udp,attack_mechanism,doorbell,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood|finding-pair-level-assertion
dense,gafgyt_udp,attack_mechanism,thermostat,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood
dense,gafgyt_udp,attack_mechanism,baby_monitor,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,attack_mechanism,security_camera,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,attack_mechanism,webcam,0.3333333333333333,1.0,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-tcp-flood
dense,gafgyt_udp,observable_indicators,doorbell,0.5,0.25,finding-pair-level-assertion|finding-pcap-disambiguation|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood
dense,gafgyt_udp,observable_indicators,thermostat,0.5,0.5,gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-udp-flood|finding-pair-level-assertion
dense,gafgyt_udp,observable_indicators,baby_monitor,0.5,0.5,gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|finding-pcap-disambiguation|finding-pair-level-assertion
dense,gafgyt_udp,observable_indicators,security_camera,0.5,0.3333333333333333,finding-pcap-disambiguation|gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|finding-pair-level-assertion
dense,gafgyt_udp,observable_indicators,webcam,0.5,0.5,gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|finding-pcap-disambiguation|gafgyt-udp-flood
dense,gafgyt_udp,immediate_actions,doorbell,0.3333333333333333,0.2,finding-pair-level-assertion|gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,immediate_actions,thermostat,0.3333333333333333,0.25,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-udp-flood
dense,gafgyt_udp,immediate_actions,baby_monitor,0.3333333333333333,0.2,gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-udp-flood|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,immediate_actions,security_camera,0.3333333333333333,0.3333333333333333,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-udp-flood|finding-pair-level-assertion
dense,gafgyt_udp,immediate_actions,webcam,0.3333333333333333,0.25,gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-udp-flood
dense,gafgyt_udp,longer_term_remediation,doorbell,0.25,0.3333333333333333,gafgyt-udp-flood|gafgyt-udp-flood|device-doorbell-profile|gafgyt-tcp-flood|gafgyt-tcp-flood
dense,gafgyt_udp,longer_term_remediation,thermostat,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood
dense,gafgyt_udp,longer_term_remediation,baby_monitor,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|finding-pair-level-assertion|finding-pcap-disambiguation
dense,gafgyt_udp,longer_term_remediation,security_camera,0.25,0.25,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|device-security-camera-profile|gafgyt-udp-flood
dense,gafgyt_udp,longer_term_remediation,webcam,0.25,0.5,gafgyt-udp-flood|device-webcam-profile|gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,confidence_notes,doorbell,0.5,0.25,gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-tcp-flood
dense,gafgyt_udp,confidence_notes,thermostat,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|gafgyt-udp-flood|gafgyt-tcp-flood
dense,gafgyt_udp,confidence_notes,baby_monitor,0.5,0.3333333333333333,gafgyt-tcp-flood|gafgyt-udp-flood|finding-pair-level-assertion|gafgyt-udp-flood|finding-pcap-disambiguation
dense,gafgyt_udp,confidence_notes,security_camera,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|finding-pcap-disambiguation|gafgyt-udp-flood|gafgyt-udp-flood
dense,gafgyt_udp,confidence_notes,webcam,0.0,0.0,gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-udp-flood|finding-pcap-disambiguation|gafgyt-udp-flood
hybrid_bm25_rrf,mirai_ack,threat_assessment,doorbell,0.6666666666666666,1.0,mirai-ack-flood|mirai-syn-flood|mirai-udp-flood|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_ack,threat_assessment,thermostat,0.6666666666666666,1.0,mirai-ack-flood|mirai-syn-flood|mirai-udp-flood|mirai-family-overview|mirai-ack-flood
hybrid_bm25_rrf,mirai_ack,threat_assessment,baby_monitor,0.6666666666666666,1.0,mirai-ack-flood|mirai-syn-flood|mirai-udp-flood|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_ack,threat_assessment,security_camera,0.6666666666666666,1.0,mirai-ack-flood|mirai-udp-flood|mirai-syn-flood|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_ack,threat_assessment,webcam,0.6666666666666666,1.0,mirai-ack-flood|mirai-udp-flood|mirai-syn-flood|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_ack,attack_mechanism,doorbell,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,attack_mechanism,thermostat,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-syn-flood
hybrid_bm25_rrf,mirai_ack,attack_mechanism,baby_monitor,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_ack,attack_mechanism,security_camera,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,attack_mechanism,webcam,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,observable_indicators,doorbell,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_ack,observable_indicators,thermostat,0.5,1.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_ack,observable_indicators,baby_monitor,0.5,1.0,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-ack-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,observable_indicators,security_camera,0.5,1.0,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-ack-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,observable_indicators,webcam,0.5,1.0,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-ack-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_ack,immediate_actions,doorbell,0.5,0.2,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|device-doorbell-profile
hybrid_bm25_rrf,mirai_ack,immediate_actions,thermostat,0.0,0.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-syn-flood
hybrid_bm25_rrf,mirai_ack,immediate_actions,baby_monitor,0.0,0.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-family-overview|mirai-scan
hybrid_bm25_rrf,mirai_ack,immediate_actions,security_camera,0.0,0.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|mirai-udp-flood
hybrid_bm25_rrf,mirai_ack,immediate_actions,webcam,0.5,0.2,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-scan|device-webcam-profile
hybrid_bm25_rrf,mirai_ack,longer_term_remediation,doorbell,0.25,0.2,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-scan|device-doorbell-profile
hybrid_bm25_rrf,mirai_ack,longer_term_remediation,thermostat,0.0,0.0,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-scan|mirai-syn-flood
hybrid_bm25_rrf,mirai_ack,longer_term_remediation,baby_monitor,0.0,0.0,mirai-ack-flood|mirai-ack-flood|mirai-family-overview|mirai-family-overview|mirai-scan
hybrid_bm25_rrf,mirai_ack,longer_term_remediation,security_camera,0.25,0.2,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|mirai-scan|device-security-camera-profile
hybrid_bm25_rrf,mirai_ack,longer_term_remediation,webcam,0.25,0.25,mirai-ack-flood|mirai-family-overview|mirai-ack-flood|device-webcam-profile|mirai-scan
hybrid_bm25_rrf,mirai_syn,threat_assessment,doorbell,0.6666666666666666,1.0,mirai-syn-flood|mirai-udp-flood|mirai-scan|mirai-ack-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_syn,threat_assessment,thermostat,0.6666666666666666,1.0,mirai-syn-flood|mirai-udp-flood|mirai-ack-flood|mirai-family-overview|mirai-scan
hybrid_bm25_rrf,mirai_syn,threat_assessment,baby_monitor,0.6666666666666666,1.0,mirai-syn-flood|mirai-udp-flood|mirai-scan|mirai-ack-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_syn,threat_assessment,security_camera,0.6666666666666666,1.0,mirai-syn-flood|mirai-udp-flood|mirai-scan|mirai-ack-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_syn,threat_assessment,webcam,0.6666666666666666,1.0,mirai-syn-flood|mirai-udp-flood|mirai-ack-flood|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_syn,attack_mechanism,doorbell,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,attack_mechanism,thermostat,0.5,1.0,mirai-syn-flood|mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,attack_mechanism,baby_monitor,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-syn-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_syn,attack_mechanism,security_camera,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,attack_mechanism,webcam,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-udp-flood
hybrid_bm25_rrf,mirai_syn,observable_indicators,doorbell,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_syn,observable_indicators,thermostat,0.5,0.5,mirai-family-overview|mirai-syn-flood|mirai-ack-flood|mirai-udp-flood|mirai-scan
hybrid_bm25_rrf,mirai_syn,observable_indicators,baby_monitor,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-ack-flood|mirai-udp-flood|mirai-syn-flood
hybrid_bm25_rrf,mirai_syn,observable_indicators,security_camera,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-syn-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,observable_indicators,webcam,0.5,1.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_syn,immediate_actions,doorbell,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-syn-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_syn,immediate_actions,thermostat,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,immediate_actions,baby_monitor,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-family-overview|mirai-syn-flood
hybrid_bm25_rrf,mirai_syn,immediate_actions,security_camera,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-syn-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_syn,immediate_actions,webcam,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-syn-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_syn,longer_term_remediation,doorbell,0.25,0.2,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|device-doorbell-profile
hybrid_bm25_rrf,mirai_syn,longer_term_remediation,thermostat,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,longer_term_remediation,baby_monitor,0.0,0.0,mirai-syn-flood|mirai-family-overview|mirai-scan|mirai-family-overview|mirai-syn-flood
hybrid_bm25_rrf,mirai_syn,longer_term_remediation,security_camera,0.0,0.0,mirai-family-overview|mirai-syn-flood|mirai-scan|mirai-syn-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_syn,longer_term_remediation,webcam,0.25,0.2,mirai-syn-flood|mirai-family-overview|mirai-syn-flood|mirai-scan|device-webcam-profile
hybrid_bm25_rrf,mirai_udp,threat_assessment,doorbell,0.3333333333333333,1.0,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_udp,threat_assessment,thermostat,0.3333333333333333,1.0,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,threat_assessment,baby_monitor,0.3333333333333333,1.0,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_udp,threat_assessment,security_camera,0.3333333333333333,1.0,mirai-udp-flood|mirai-udpplain-flood|mirai-ack-flood|mirai-syn-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,threat_assessment,webcam,0.3333333333333333,1.0,mirai-udp-flood|mirai-udpplain-flood|mirai-ack-flood|mirai-syn-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,attack_mechanism,doorbell,0.5,1.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-scan|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,attack_mechanism,thermostat,0.5,1.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-udpplain-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,attack_mechanism,baby_monitor,0.5,1.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-scan|mirai-family-overview
hybrid_bm25_rrf,mirai_udp,attack_mechanism,security_camera,0.5,1.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-scan|mirai-udpplain-flood
